product_name,brand,salt
Petits pains grillés aux céréales,"Carrefour BIO, Carrefour",1.2
Biscuits Nature,Carrefour,1.1
,"Dreistern, S.Pellegrino",1.1
Etorki pur brebis,"Etorki, Savencia",1.5
Knorr Assaisonnement En Poudre Aromat Tube 70g,Knorr,56.4
Ficelles Olives Vertes et Noires,Kambly,2.4
Feta,Casa Azzurra,2.6
Thon entier Albacore au naturel,"Lidl, Nixe",1.2
Sauce à cuisiner Fajita,Old El Paso,1.05
Piada sfogliata,Italiamo,1.6
Biscuit petit beurre blé cplt (15) 140g,Biocoop,1.1
Sardines à l'huile d'olive et herbes de Provence,Parmentier,1.2
Queso Grana Padano Rallado,Hacendado,1.475
SAUMON ATL ELEVE EN NORVEGE FUME,Petit Navire,7.5
Vollkorn Knäckebrot,"Grafschafter, Tastino",1.12
Sablés Parmigiano Reggiano,Michel & Augustin,1.7
Feta,Les Croisés,2.2
KFC Sos cu Usturoi,KFC,1.3
Sriracha sauce mayo,FLYING GOOSE BRAND,1.0175
Chips paysanne au sel de Guérande,Brets,1.1
HERTA LE BON PARIS Jambon sel réduit x6 -210g,"HERTA, Le Bon Paris",1.41
Blanc de Poulet Nature Sans Nitrite,Fleury Michon,1.5
Gnocchi di Patate,"Oluf lorentzen as, De Cecco",1.28
Encona West Indian Original Hot Pepper Sauce,Encona,7.8
6 Burgers nature Classic,Jacquet,1.1
Lustucru girasoli tomate basilic mozzarella 250g,"Lustucru, Lustucru selection",1.1
Vegan protein,Bodymass,2.33
Tropico ( cocktail de fruits ),Tropico,35.66
Pan Carrè,"Barilla, Mulino Bianco",1.2
Pistachios,Alesto,1.78
Taste of Thailand,Sriracha hot chilli sauce,1.0925
Old El Paso Jalapenos,Old El Paso,1.2000000476837
I can't believe it's not butter,I Can'T Believe It's Not Butter,1.5178575
Wakame Miso Soup Paste 5 Sachets,Yutaka,12.0
Sea Salt & Chardonnay Wine Vinegar Crisps,"Co Op, Coop",2.96
Reduced Fat Green Pesto,Tesco,1.14
White Sourdough bloomer with green and Kalamata olives,Coop,1.16
Mature Cheddar,Pilgrims Choice,1.8
Potato Cakes,Warburtons,2.025
Mature british cheddar,Sainsbury's,1.81
Rice noodles chilli miso,itsu,2.36
Tomato ketchup,Sauce Shop,1.67
Sauce salade originale,star,5.0
Medium Curry Mix,Mayflower,1.7
Sweet chilli pepper,Doritos,1.1
Sauce burger,,1.8
Al kasbah luncheon,,1.5525
Star tomat sachy,,1.2
Dragon Sweet Chili,"Takis, Bimbo",1.77
Olives vertes Dénoyautées,Carrefour,2.7
pain grillé palletier,lu,1.08
Café au Lait,NESCAFÉ Dolce Gusto,1.03
Cacahuètes grillées à sec,"Bénenuts, PepsiCo",1.4
Petit beurre - 200g,Chabrior,1.1
biscottes à la farine d\'épautre,le moulin du pivert,1.4
Sticks et bretzels,Carrefour,3.6
Werthers Original Drops Sukkerfri 42g,"Conaxess trade norway, Storck",1.2
Tartines croustillantes au Seigle,"Carrefour BIO,Carrefour",1.4
Moutarde à l'ancienne,Carrefour,4.8
Kerrygold Cheddar herzhaft,"Kerrygold, Ornua Deutschland",1.9
OUI AU BON ! Le carré crémeux,Carrefour,1.4
Pain complet au seigle bio,"Bio Village, Marque Repère",1.2
Кокосовое молоко,Aroy-D,37.5
Körniger Frischkäse,"Milbona, Privatmolkerei Bechtel",1.5
Tuiles goût salé,Bouton d'or,1.3075
Digestivo 33% menos grasa,Gullón,1.6
HERTA Blanc Poulet Broche conservation sans nitrite x4 -140g,Herta,1.5
Jambon sup dd csn tsr 4t 140g,Monique ranou,1.4
Rostad Lök,Ikea,1.5
Mikrowellen Popcorn salzig,McEnnedy,4.425
Chips saveur Aïoli,Brets,1.4
Crinkle Cut Beetroot in Sweetened Vinegar,Freshona,1725.0
"Erdnussbutter, creamy","Mike Mitchell's, Penny",1.11
Кисело мляко по гръцка рецепта,Pilos,250.0
Cheetos Sticks,cheetos,1.675
Hot & Spicy,"Pringles, Pringles - Kellogg",1.2
Almond Butter,Kirkland Signature,25.0
HERTA Lardons Fumés 200g,Herta,2.0
Agua mineral grande,Bronchales,2.5
HERTA TARTE EN OR Pâte Feuilletée Rectangulaire 230g,"HERTA, Tarte en or",1.2
Pain de mie 100% mie harrys epaisse nature 500g,Harrys,1.1
HERTA LE BON PARIS Jambon Fumé sans nitrite x4 - 140g,"HERTA, Le Bon Paris",1.54
Truite des Pyrénées fumée,Pêcheries Basques,3.0
Kiri Bio,Kiri,1.3
-SWEET & SALTY,Butterkist,1.2
Sel rose,AM/63,96.87
Original Cheerios,"General Mills,Cheerios",475.0
Organic mayonnaise,Hellmann's,1.3
Oasis ice tea saveur pêche,OASIS,2.0
Mini Cheddars,"Jacob's, Jacobs",2.4
Classic Cream Crackers,Asda,1.3
Chips saveur miel moutarde,Brets,1.4
Seeded Brioche Burger Buns,St Pierre,2.75
West country Butter,"Specially Selected, Aldi",1.52
Chicken and Vegetable Lidl soup,crosse & blackwell,1.9675
Mira,Mira,91.0
popped potato snacks,popchips,1.1
Pitted Black Olives,Tesco,2.0
Thick & chunky salsa mild,Old El Paso,1.18
Bombay mix,Cofresh,23.6025
Sundried Tomatoes Italian Antipasti,Aldi,2.0
Dry Roasted Peanuts,Alesto,1.67
Hovis Granary,Hovis,1.28
Green Pesto,Asda,1.9675
4 Burger buns,ST Pierre,1.1
مايونيز لزيور,lesieur,1.6
Sauce pizza,,1.8
"Pasta, Spinach & Pine Kernels",Marks & Spencer,1.03
Muscly,,1.6
Greek feta Cheese,Aldi,2.2
Tocitos,,2.0
Maxi tacos wrap,Assylor,1.09
Petit beurre,St Michel,1.1
Kiri® Goûter 5 barquettes,"Bel, Kiri, Kiri gouter",1.4
Bûche,"Chêne d'argent, Lidl",1.8
Pain de mie Grandes tranches 7 Céréales,"Marque Repère, Épi d'Or",1.1
Sauce au poivre,Benedicta,2.4
Saint Agur crème format maxi,"Saint Agur, Savencia",1.5
Knorr Soupe Déshydratée Passée aux 9 Légumes 4 Portions,Knorr,6.9
Tarama aux œufs de cabillaud,Blini,1.41
Pain complet de seigle aux graines de tournesol,Céréal BIO,1.1
Jambon supérieur Sans nitrite,"Marque Repère, Tradilège",2.0
Suprêmes au Goût de Crabe,Coraya,3.5
Petits Pains Grillés Froment,"Marque Repère, Epi d'Or",1.1
Bretzels d’alsace,ancel,3.0
Butter gesalzen,Paysan Breton,2.6
4 Galettes de Bretagne au sarrasin,Nos Régions ont du Talent,1.2
Petits pains grillés sans sucres ajoutés,"Chabrior,Sélection Intermarché",1.3
Le Crottin de Chèvre,Rians,1.5
Moutarde Au Miel Pot,Maille,2.8
Pain de mie,Jacquet,1.1
Moutarde à l'ancienne,Winarom,5.2
Tomate frito sin azúcares añadidos,Hacendado,1.18
Le Torchon - Cuit à l'Etouffée  - 25% de sel*,Fleury Michon,1.4
Espetec,Casa Tarradellas,3.8
Almette - Kräuter,"Almette,Hochland",1.1
Sandwich Le Méga Thon Oeuf x3 / pain viennois,Sodebo,1.3
Fette croccanti con sesamo,tastino,1.3
,Fontaneda,1.68
Feuilles de Brick,"La Pastilla, Samia",3.05
Pain tranché au seigle,"Auchan, Auchan Gourmet",1.2
Pearl River Bridge Soy Sauce,"Pearl River Bridge, guandong pro bio tech",17.21
Harrys pain de mie extra moelleux complet sans sucres ajoutés 500g,"Harrys, Harry’s",1.2
Gran Pavesi crackers,"Gran Pavesi, pavesi",1.625
Amora Moutarde Mi-Forte 260g,Amora,4.5
Infuse a froid pêche-framboise,Lipton,10.0
Tartines grillées craquantes au froment 250g,U,1.2
"Dark chocolate covered pretzels with peppermint pieces, peppermint",Nestlé,707.5
Tunfisch Filets in Sonnenblüme,"Lidl, Nixe",2.25
Sauerkraut,Biona,1.6325
Eau minérale,,8.25
Gorgonzola dop piccante,"Lovilio, Milbona",1.8675
intense rich beef,knorr,14.26
Crunchips Paprika,Lorenz,1.5
POM-BÄR Original,"Pom-Bär, funny-frisch",1.5
chilli packet,schwartz,10.8075
Queso en lonchas de vaca,Entrepinares,1.2
Go Free Gluten Free Corn Flakes imp,Nestle,1.33
TESCO Whole Pickled Gherkins in spirit vinegar,Tesco,2.0
Delicate korma curry,The Spice Tailor,1.5625
Typ Cappuccino classic,"Deutsche Extrakt Kaffee, REWE, ja!",1.6
Team up,Tiffany,140.0
Juby Sardines In Vegetable Oil125g,,1.1
Wiltshire Cured Ham,Tesco Finest,2.1925
,"Amora, Croq'Vert",1.9
Aromat,Knorr,57.9
Petit Lu beurre & sel de Guérande,LU,1.3
KNORR Bio Bouillon Saveur Légumes 6 Tablettes 60g,"Bio, Knorr",37.7
Lait écrémé en poudre,Régilait,1.1
Gurkentopf,Kuhne,1.7
Le pâté de porc Hénaff,Hénaff,1.6
Blanc de Dinde  - 25% de sel*,Fleury Michon,1.4
CremioBox - Poulet & Emmental râpé,"Sodebo, cremiobox",2.2625
SAUCE AMERICAN BURGER,Heinz,2.1
Pain de mie longue conservation,Harrys,1.13
L'Authentique Vegan,Soy,1.1
Vico La Classique 400g,"Intersnack, Vico",1.3
Tranches de chèvre,Soignon,1.7
Fuetec Original,Elpozo,4.0
Crackers 3 graines - BIO,"Chabrior, Regain",1.799
SAUCE YAKITORI,kikkoman,5.9
Bouillon volaille &vermicelles,RoycoCampbell's,1.2775
Cheetos goût fromage,Cheetos,2.0
B.or cornichons e/f bc 360 g,"Bouton d'or, Les Mousquetaires, Sélection des Mousquetaires",1.86
Krisprolls complets,Pågen,1.1
Queso de Cabra,"Hacendado, Montesinos",1.1
Jamón cocido extra,Noel,2.18
Croissant with Cocoa Filling,7 DAYS,1.475
Tuiles saveur crème oignon,Bouton d'or,1.25
Bastoncini salati,Snack day,4.4
VEGEMITE B VITAMINS FOR VITALITY,VEGEMITE,8250.0
Lays Oven Baked roasted paprika,Lay's,2.025
Micro Popcorn sare,Chio,1.8
Sriracha Hot Chili Sauce,"Huy Fong Foods, Inc.",3.75
manteiga Magra,Matinal,1.3
Mix milk,Balconi,300.0
Pesto,Combino,1.62
Chips à la crevette,Suzi Wan,2.1
Tarte poireaux,Lidl,1.02
Monster Munch Crazy Goût Crème Oignon,"Intersnack, Vico",1.3
Light Mayonnaise,"Hellmans,Unilever,Hellman's",1.7
Burger vegetale classico,"Granarolo, Unconventional",1.2775
Salam Sasesc,Cristim Salam Sasesc,2.2825
La vache qui rit,La vache qui rit,1.7
Gnocchi Classic,Chef Select,1.26
Belgian Choc,Options,2.6
"Plant Based Mature Cheddar Flavour, vegan cheese",Cathedral City,2.1
Brunch,"Brunch, Edelweiss, Savencia",1.2
Saucisses natures à base de protéines de soja,Heura,1.7
Houmus with Extra Virgin Olive Oli,"M&S, Marks & Spencer, Marks and spencer",1.13
Strawberry Quark,Graham's The Family Dairy,39.34
Lay's Paysanne saveur oignons de Roscoff caramélisé,"LAY'S, Lays",1.4
6 Veggie Sausages,"Chef Select, Lidl",1.18
Eau,Dima,45.0
Sea salt & chardonny vinegar,Aldi Specially Selected,2.4
Rose Harissa paste,Belazu,4.0
Baked Cheese & Onion,Walkers,1.3
Harissa paste,Tesco,3.03
Paprika,Pringles,1.2775
Gochujang Korean hot chili paste,Sun Hee,6.7
Original Ancient Grain Granola,purely elizabeth.,1.0425
ready salted crisps,By Sainsbury's,1.36
Rosemary & Sea Salt Flatbread Thins,Rivercote,1.79
Original Hot Sauce,sauce shop,4.89
Sea Salt Crackers,Tesco,1.0025
Brot,Deluxe,2.725
Sliced seedy multigrain bread,,1.29464285714286
Tartines de pain - blé complet - Bio,Pasquier,1.5
Sauce vinaigrette au vinaigre balsamique de Modène,kania,1.63
Olives noires dénoyautées à la grecque,Tramier,8.0
Bâton de Berger Mini nature,Justin Bridou,5.0
PRESIDENT POINTE DE BRIE 200g,Président,1.2
Fromage à effilocher nature,Ficello,1.9
Amora Sauce Barbecue Miel Flacon Souple 282g,Amora,1.6
Rotella,Haribo,1.8
,Hacendado,1.1
Chips paysannes nature,"Marque Repère, Pom'Lisse",1.1
Ktipiti Extra,L'Atelier Blini,1.2
"Cuisiné Lentilles, Millet & Petits légumes",Céréal Bio,2.375
Spanish Ham Jamón Serrano,Dulano,4.9175
Beurre au sel de mer,Grand Fermage,2.4
Crousty Chicken Long Filet's,Le gaulois,1.1
Le Moelleux -25% de Sel,Fleury Michon,1.2
Blanc de Poulet Doré au Four,Carrefour,2.0
Barre pâtissière aux œufs frais,Sondey,1.0825
Pesto verde,"Bio Village, Marque Repère",2.5
Sel de Guérande,Le Guérandais,100.0
Pain grillé au blé complet 250g,"U, U Bio",1.4
Knorr Marmite Bouillon de Légumes 8 Capsules 224g,Knorr,20.5
Queso especial pasta,Hacendado,1.72025
soja sucrée,Kikkoman,7.1
hummus clasico,chef select,1.0725
Les Acras de morue,maison briau,1.5
SOBA Cup Yakitori Poulet,Nissin,1.9
Himalaias rock salt,Deluxe (LIDL),98.0
Crousti Moelleux Complet Sans Sucre Ajouté 730gr,Jacquet,1.1
President ovale extra fondant 200g,"Lactalis, President",1.3
Galettes de ble noir x6,"Itinéraire des Saveurs, Itineraire de nos regions",1.5
Plaisir du Primeur -  Girasoli cèpes,Rana,1.1
Cream Spread Herbs,Milbona,1.05
,Żywiec Zdrój,2.4125
Viande des GRISONS,Aoste,4.5
Crackers cereali antichi,Misura,1.9
Vegan Chicken Free Slices,Quorn,1.3
Eau minérale naturelle,"Safia,Sfbt",55.0
Maribel Yeast Extract Vegan,Lidl,8.78
Real Mayonnaise imp,Hellmann's,1.5
Panes especiales tomate y orégano,Anitines,2.0
Pan sottile cereales y semillas,"Dulcesol, Vicky Foods",1.6
Pasta 'n' Sauce Cheese & Broccoli,Batchelors,1.1
Vegane Mühlen Frikadellen,Rügenwalder Mühle,1.9
Pâte Brisée Origine France Garantie,Croustipate,1.1
Gourmet Rosemary Savoury Crackers,Specially Selected,1.3
Nacho Cheese,"Doritos,Frito Lay",425.0
Tartare 100% Végétal - herbes de provence végétal,Tartare,1.1
,Eat Real,2.57
Crema allo Zenzero,Mister Choc,1.375
Vegan Protein,nu3,1.18
double concentré de tomates,"Le Petit Paris,COMOCAP",15.0
Conikos Goût Chili,"Conikos,LeaderFood",2.1
Batts English Mustard,"Batts, Lidl, Lidl Batts",7.29
Natural Creamy Peanut Butter Spread,Skippy,375.0
Tacos,"fritosa,",3.0
Digestive Biscuits with Wheatgerm,Hovis,1.1
Gluten Free Wholegrain crackers,Nairn's,1.69
Pitted Green Olives,"Sainsburys, Tesco",23.0
Sliced Green Jalapeño Peppers,Aleyna,3.0
Mexican style grains,Merchant Gourmet,1.2775
Marmite Oven Baked Cashews,Marmite,1.5
Lentil Chips,Snackrite,1.79
Rye Sourdough Crackers,M&S,1.38
Moroccan Style Burgers,Lidl,1.08
Mild Spanish Chorizo Ring,Aldi,4.505
Chicken tikka,The Gym Kitchen,1.18
Original hot malty goodness,Horlicks,1.1
Patatas Fritas Extra Crunch,Hacendado,1.4
2 Bake at Home White Baguettes,"Sainsbury's taste the difference, Sainsbury's",1.09
Bresse bleu le Véritable,"Bresse Bleu,Savencia",1.6
Peanut butter,SO GOOD,5.0
Vegane Mühlen Salami - Feinschmecker Art,Rügenwalder Mühle,2.9
itsu crispy seaweed thins sea salt,itsu,4.8
Les tranches végé Pois Chiches,Fleury Michon,1.8
BJORG Pain grillé au blé complet,Bjorg,1.4
Salade Garden Poulet rôti Sauce Caesar,"Sodebo, mon atelier salade",2.1
Bâtonnets de surimi,Coraya,1.5
Curly Donuts,Vico,1.5
L'Original - Bâtonnets de surimi,Coraya,1.5
eau minérale naturelle,"Eau de Beckerich, Rocheval, Source Ophélie",13.75
Gésiers de volaille confits,Le Gaulois,1.2
La tomme de brebis,Lou Pérac,1.77
Boursin portions garlic & herbs,"Bel, Boursin",1.23
MAGGI KUB OR Classique - 128g,"Kub or, Maggi",60.0
Sauce Andalouse,Heinz,1.3
Olives vertes dénoyautées,Tramier,3.5
Crackers Emmental Graines de Courge,"Bio Village, Marque Repère",1.9
Le moelleux poulet rôti crudités mayonnaise légère,Daunat,2.0
Pâte à pizza,Toque du Chef,1.9
Salade de boulgour aux cranberries noisettes,Pierre Martinet,1.5725
Extra Moelleux complet 500g,"Chabrior, Intermarché",1.1
Porcini Mushroom and Ricotta Tortelloni,Italiamo,2.705
Knusprige Haferfleks Klassik,Kölln,1.0825
mortadella Bologna with pistachios,Dulano,1.8
Tarti'Bon,Carrefour,1.2
Kiri creme 24p 432g od perec,Kiri,1.3
Classic nussig & mild,FOL EPI,1.4
Maxi Cheese Burger,Charal,1.38
Камамбер,"Chêne d’Argent, Duc de Coeur",1.4
Pan de molde blanco,Hacendado,1.18
Gratin de Choux-Fleurs au Jambon & à l'emmental,Fleury Michon,1.988
Tielles de Sète,Pêcheries Sétoises,1.1
Insalatissime Messicana,Rio Mare,1.0825
Grana Padano,Milbona,1.5
Corn Flakes,Schär,1.8
Protein Cottage Cheese,Arla,1.575
Pollo relleno asado al horno,La Carloteña,1.5
Cream Crackers Crispy Crackers,Jacob's,1.3
"Demae ramen, sésame",Nissin,1.1
Frankfurt original,Campofrío,2.5
Quesitos,Lidl,1.7
Manteiga com Sal,Primor,2.0
Eau minérale naturelle,"Marwa,SFBT",109.0
Savoiardi,Schär,1.6
Sel de Guérande,Nos regions ont du talent,100.0
,Hacendado,42.29
Plant butter salted,Flora,4.25
Instant Noodles Vegetables Flavour,Maroc,2.0
Eau Minérale,Cristaline,97.5
Pains Burger brioché Géant,Jacquet,1.1
Vegan Mayo,Hellmann's,1.5
Weiße Riesenbohnen in Tomatensoße,Eridanous,1.1
Jambon supérieur,le marsigny,1.9
Almette cu verdeata,Almette,1.0825
English Muffins,Thomas',1.0785
LIGHTLY SALTED RICE CAKES,QUAKER,37.5
Worcestshire sauce,Bramwells,2.6
Scottish Seeded Oatcakes,Rivercote,1.13
Vimto Winter Warmer,"Warburton's, Vimto",1.26
Kimchi,Sun Hee,1.83
Smart Price Lightly Salted Tortilla Chips,Asda,1.18
Premium lime & chilli chutney,Geeta’s,4.6
KEFIR cultured lowfat milk,Lifeway,312.5
Basil Pesto,Waitrose,1.1
Balti Paste 283G,Patak’s,4.7
Mini Mature Cheddar,Cathedral City,1.8
Oatcakes,Asda,1.1
Old Bay Seasoning,,25.0
Kaskys,Tosfrit,2.9000000953674
Leader chips sel,Leader food,1.8
Flapjack and Waffle Mix,Kodiak,1.125
Sidi Ali,"Sidi ali,lesaux oulmes",65.0
Caesar Dressing,Pizza Express,2.1625
Doritos - Tortilla Chips Nacho (Cu gust de brânză),Doritos,1.1
Gurken,Hacendado,1.5
Mirinda Citron 33,Mirinda,6.0
6 PLAIN FLOUR WRAPS,delibreads,1.8
Chicken & sweet pepper poke,Yo!,2.755
Chocolate and Hazelnut,FulFil,2.0
Lentil Crisps,Eat Real,1.07
,,1.5
Pain 100% mie longue conservation,Harrys,1.13
Chips lentilles,"Jardin Bio étic,Jardin bio,Léa Nature",1.2
Les galettes BOULGOUR DE RIZ &LENTILLES LEGUMES & COLOMBO,Céréal Bio,1.2
Pain aux céréales et aux graines les créations 500g,"Chabrior, Les creations",1.02
Biscottes aux 6 céréales x36,"Chabrior, Intermarché",1.8
Fleur de sel de Guérande,Le guerandais,100.0
Pain spécial Vollkornbrot au seigle 500g,U,1.2
velouté de potiron et châtaigne,Liebig,1.23
Tartine croustillante seigle paquet de 250g,U,1.3
Chips paysanne nature,U,1.1
Original Stapelchips,Snack Day,1.39
Delicate Crisp Rosemary & Sea Salt,"Wasa, Wasa - Tasty Snacks",2.5
Sticks d'Alsace 200g,Dr. Oetker,2.5
Cacahuètes grillées à sec,Alesto,1.3
Jamón pavo finas lonchas,Hacendado,1.5
Filet de thon au naturel,"Nixe, lidl",1.2
Camembert,Président,1.4
Mini taquitos jamón,Incarlopsa,3.6
Pain de mie grandes tranches complet,epid'or,1.2
Mostarda Heinz Yellow Top Down 220 ml,Heinz,2.5
Altramuces,Hacendado,3.4425
Tartines croustillantes au seigle et sésame,Bio Village,1.3
4 Pains Kebab,LA BOULANGÈRE,1.3
Parma Ham slices,"Goldoni Annibale Prosciutti S.R.L,Parma",4.9175
Wasabi peanuts,Snacks of The World,1.3
Sauce pesto verde bocal de 190g,U,1.5
Pipas fritas peladas,Hacendado,1.4
ground chili peppers in olive oil,"LIDL, italiamo",2.8
Amora Moutarde Fine & Forte Flacon Souple 460g,Amora,4.9
le moelleux,Fleury Michon,1.6
Chips paysanne nature,Carrefour,1.1
"Veggie Straws - With Kale, Tomato & Spinach",Eat Real,1.4
Sriracha Hot Chili Sauce,Tuong Ot Sriracha,3.75
Mustar de masa,La minut mustar de masa,2.0
Pistachios Roasted & Salted,Alesto,1.78
6 galettes bretonnes blé noir,"Lidl, Saveurs de nos Régions",1.2
Biscuit Fourré à la crème goût chocolat,Kif,66.675
Piratki Filet z Kurczaka,Pikok,1.8675
Martinel Pate,Reinert,1.77
Peak Cocktail Crackers,Gullon,2.5
Gluten Free Oats Orange,Gullón,1.95
Marmite,Unilever,9.8
extra mature cheddar,Pilgrims Choice,1.77
Pesto alla genovese,Saclà,3.0
Horseradish Sauce,Colman's,1.3
Petits Pains Grillés complet sans sucres ajoutés*,Auchan,1.3
Cocktail tostado ahumado,Hacendado,1.5
Parmigiano Reggiano,Tesco,1.63
8 Meat Free Sausages,Richmond,1.5
Nando's. Sweet Chilli Jam MEDIUM,Nando's,1.3
Salted British Butter,Muller,1.7
Roasted red peppers in brine and vinegar,Aleyna,1.18
Like Chicken,Like Meat,1.8
HERTA Bacon CSN 10T,Herta,2.242
Wholegrain Rice with Quinoa,Lidl,1.25
Salt And Vinegar Flavour Peanuts,KP,1.18
Sage & onion stuffing mix,Tesco,1.0125
Brown Sauce,Lidl,1.15
Organic Butter,Tesco,1.5
Pane proteico,"Grafschafter, Lidl",1.1
vegan Curry aufschnitt,Rügenwalder Mühle,2.0
laïko,cola,3.0
Part Baked Baguettes,H.W. Nevill's,1.1
MINI FRUIT BARS,That's it.,37.5
Spinach & Mozzarella Filled Pan-Fry Gnocchi,Rana,1.7
Tomato ketchup,Hellmann's,1.8
Takis Queso Volcano 100g,Barcel,1.6
Doritos saveur Barbecue,Doritos,1.8
Pepinillos agridulces,Hacendado,2.2625
Crunchy Nut,Kellogg’s,1.875
Baking Powder,Alsa,117.5
Les gourmands Pelletier Biscottes Tradition,"LU, Mondelez, Pelletier",1.43
Belin best of,Belin,2.0
Pure life,Nestlé,1.175
Burger creation graines x4 260g,Jacquet,1.1
Monster Munch goût Jambon Fromage,"Intersnack, Monster Munch, Vico",2.0
,Lays,1.1
Quatre-Quarts pur beurre,Ker Cadélac,1.3
"Borsec, regina apelor minerale apă minerală, natura carbogozoasă",Borsec,150.0
Pâte feuilletée,TABLIER BLANC,1.3
Camembert,"Marque Repère, Les Croisés, Scamark (Filiale E. Leclerc)",1.4
Pain de mie nature extra moelleux,Chakrabor,1.1
Beurrier tendre 80%mg,"Marque Repère, Les Croisés",2.0
Cornichons - extra fins au vinaigre,Freshona,2.4
Galettes de Sarrasin préparées en Bretagne,"Carrefour, Reflets de France",1.3
Moutarde de dijon bio,Bouton d'or,5.7
Olives vertes dénoyautées,"Marque Repère,Rustica",3.5
Salsa dip mild,Old El Paso,1.32
Thon à la Catalane,Saupiquet,1.1
P'tit Louis,P'TIT LOUIS,1.1
Filet de harengs doux,Delpierre,3.9
Lay's 3D's Bugles goût cacahuète,Lay's,1.8
Ketchup réduit en sucres,"Marque Repère, Rustica",2.2
Extra Moelleux - Nature,"Marque Repère, Leclerc, Épi d'Or",1.1
Tomatenketchup,"Delikato, Jütro",1.8
Cornichons Extra-fins aux 5 épices et aromates,"Carrefour, Groupe Carrefour",1.5
Fromage Doux et Crémeux (31 % MG),Chêne d'argent,1.5725
Sainte-maure fromage de chèvre,"Marque Repère, Les Croisés",1.6
STICKS & BRETZELS,"Marque Repère, Tokapi",3.3
Petit Croquants,Kühne Kühne,1.5
Chocolat noir à la pointe de sel,J.D. Gross,1200.0
Seed mix mélange de graines,Natural Happiness,125.0
Cappuccino vanille,Bellarom,2.4
Dinosaurs,Artiach,1.1
Houmous Purée de pois chiches aux graines de sesames,"Marque Repère, Pic'Express, Tables du Monde",1.4
Biscottes,Schär,1.8
Доматен сос със сирене Пекорино Романо ЗНП,"Italiamo,Lidl",2.0
Sauce Hollandaise,"Nestlé, Thomy, Nestlé Thomy",1.3
Pringles Cheese & onion,PRINGLES,1.4
French Brie,Chêne d'argent,1.2775
Nuggets de pollo,Hacendado,1.0825
SOON VEGGIE RAMYUN NOODLE,Nongshim,4.1
Garlic bread,BECKY'S,1.8
Crackers con Sal,Galbusera,1.75
Muștar Dulce,"La Minut, Orkla",2.0
Feta,Milbona,2.0
Tomato ketchup,Lidl,1.4
HUVUDROLL Plant balls,IKEA,1.1
Kefir bio,milk,100.0
Erdnussbutter,Jeff's,1.1
Chilli,Doritos,1.1
Norwegischer Räucherlachs,nautica,1.25
Ramen Noodle Soup,Maruchan,1.9
Original Sandwich Spread,Heinz,2.0
Kimchi,Tanoshi,2.3
Prime salmon smoked over a balanced blend of selected woods,Harbour Salmon Co.,3.1475
house light dressing,Pizza Express,2.3
Gouda Holland jeune,milbona,1.79
SMØRBAR,LURPAK,1.0825
Patatas fritas sabor campestre,Hacendado,1.5
Nouilles Instantanées : Poulet,Noodlicious,2.95
LactoFREE spreadable butter,Arla,1.2
Blanc de poulet,Saint Alby,1.7
Caramelised Red Onion Chutney,specially-selected,1.44
Seeded Sourdough Flatbreads,Peter's Yard,2.1
Lightly Salted Rice Crackers,theSnack organisation,1.6
Grana padano,Aldi,1.475
6 premium pork sausages,Black Farmer,1.35
Konjac Noodles,Vitasia,100.0
Love corn smoked bbq imp,Love Corn,2.2
Kethup CLASSIC TOMATO 240 g,Pikarome,2.7
Chilli Con Carne Recipe Mix,Colman’s,5.2125
Kiri greek carré,Belmaroc,1.3
Harissa du Cap Bon,SICAM,2.75
Thick & Smooth Strained Yoghurt,FAGE Fruits,200.0
Brio,Priccadeli,15.0
Chips,Risi,1.4
Vegetable stock,Potts',1.2
Dough Balls,Pizza Express,1.3375
Thai Massaman Curry,BOL,1.9075
Salsa pesto con albahaca,Hacendado,3.0
pistachio pesto,"Deluxe,Lidl",1.18
Tomato Ketchup,Dawtona,1.6
Kaiser,,6.25
PRESIDENT BUCHE FONDANTE CHEVRE FORMAT FAMILIAL 250g,President,1.5
Petits pains grillés,"Bio Village, Marque Repère",1.1
Biscottes au froment germe de blé 300g,"U, U Bio",1.3
Coulommiers,"Marque Repère, Les Croisés, Scamark (Filiale E. Leclerc)",1.5
Crackers Emmental & pipas de calabaza,Carrefour BIO,1.4
Lait écrémé bio en poudre,Regilait,1.075
Fromage La Raclette Classique,"CF&R, RichesMonts, Savencia",1.7
Crackers Apéritif Blé Complet,"Heudebert, LU, Mondelez",2.1
Salade à la mexicaine,Petit navire,1.85
,Kania,2.4
Palets bretons,"Carrefour, Reflets de France",1.1
Carrefour Classic' Mayonaise à la Moutarde de Dijon,Carrefour,1.1
Bleu de brebis,"Lactalis, Société",2.2
Soupe Miso Tofu instantanée Algues,"Hikari miso, Hiraki Miso",1.2775
Zanzigliss 300g,Haribo,1.214
RONDELE AIL DE GARONNE ET FINES HERBES 125g,President,1.1
HERTA Knacki Veggie Saucisses végétales x10 - 350g,"Knacki, Herta",1.34
Eau minérale naturelle,Plancoët,8.0
24 petites tranches nature sans sucres ajoutés,Jacquet,1.1
Madeleines coquilles,"Marque Repère, P'tit Déli",1.2
Bacon Cintas,Hacendado,2.1
Chips à la crevette,Carrefour,1.8
Sauce Samouraï pimentée,Samia,2.2
Croûtons Saveur Ail,Toque du Chef,2.7
La Pyramide,Pâturages,1.1
Freshly Baked Chocolat Croissant,Dulano,1.8675
